Time,Year,Month,Date,Hour,Day,AceticAcidDerivatives,PropionicAcidDerivatives,SalicylicAcidDerivatives,PyrazolonesAndAnilides,AnxiolyticDrugs,HypnoticsSndSedativesDrugs,ObstructiveAirwayDrugs,Antihistamines
7/23/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Thursday,0,0,0,4,0,0,0,0
7/23/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Thursday,0,0,0,0,0,0,0,0
7/23/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Thursday,0,0,0,0,0,0,0,0
7/24/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Friday,0,0,0,0,0,0,0,0
7/24/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Friday,0,0,0,0,0,0,0,0
7/24/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Friday,0,0,0,0,0,0,0,0
7/24/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Friday,0,0,0,0,0,0,0,0
7/24/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Friday,0,0,0,0,0,0,0,0
7/24/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Friday,0,0,0,0,0,0,0,0
7/24/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Friday,0,0,0,0,0,0,0,0
7/24/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Friday,0,0,0,2,0,0,0,0
7/24/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Friday,0,0,1,0,1,0,0,1
7/24/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Friday,1,0,0,5.6,3,0,0,3
7/24/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Friday,2,1,0,2,0,0,0,0
7/24/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Friday,0,1,0,0,1,0,0,2
7/24/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Friday,0,0.34,0,2,0,0,0,0
7/24/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Friday,1,0,0,2,1,0,0,0
7/24/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Friday,0,1,0,1,1,1,0,1
7/24/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Friday,0,1,0,0,0,0,0,0
7/24/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Friday,0,0,0,1,0,0,0,0
7/24/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Friday,0,0,1,2,1,0,0,0
7/24/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Friday,0,0,1.6,1,1,0,0,1
7/24/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Friday,0,1,0,5,0,0,0,0
7/24/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Friday,2,0,0,2,0,0,1,2
7/24/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Friday,0,1,0,4,0,0,0,0
7/24/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Friday,0,0,0,0,0,0,0,0
7/24/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Friday,0,0,0,0,0,0,0,0
7/25/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Saturday,0,0,0,0,0,0,0,0
7/25/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Saturday,0,0,0,0,0,0,0,0
7/25/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Saturday,0,0,0,0,0,0,0,0
7/25/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Saturday,0,0,0,0,0,0,0,0
7/25/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Saturday,0,0,0,0,0,0,0,0
7/25/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Saturday,0,0,0,0,0,0,0,0
7/25/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Saturday,0,0,0,0,0,0,0,0
7/25/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Saturday,0,0,0,0,0,0,0,0
7/25/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Saturday,1,0,0,0,2,0,0,0
7/25/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Saturday,2,1,1,1,1,0,0,0
7/25/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Saturday,0,0,0,2,0,0,0,0
7/25/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Saturday,0,1,1,1,0,0,0,0
7/25/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Saturday,1,0,0,2,0,0,0,0
7/25/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Saturday,0,0.34,1,0,0,0,0,0
7/25/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Saturday,0,0,0,2,1,0,0,2
7/25/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Saturday,0,0,0,2,0,0,0,0
7/25/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Saturday,0,0,0,1,0,0,0,0
7/25/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Saturday,0,0,0,2,1,0,0,0
7/25/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Saturday,0,1.33,0,0,0,0,0,0
7/25/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Saturday,0,0.33,2,4,1,1,0,2
7/25/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Saturday,0,0,0,5,1,0,0,0
7/25/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Saturday,0,0,0,0,0,0,0,0
7/25/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Saturday,0,0,0,0,0,0,0,0
7/25/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Saturday,0,0,0,0,0,0,0,0
7/26/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Sunday,0,0,0,0,0,0,0,0
7/26/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Sunday,0,0,0,0,0,0,0,0
7/26/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Sunday,0,0,0,0,0,0,0,0
7/26/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Sunday,0,0,0,0,0,0,0,0
7/26/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Sunday,0,0,0,0,0,0,0,0
7/26/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Sunday,0,0,0,0,0,0,0,0
7/26/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Sunday,0,0,0,0,0,0,0,0
7/26/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Sunday,0,0,0,0,0,0,0,0
7/26/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Sunday,1,0,0,2,1,0,0,0
7/26/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Sunday,1,0,1,1,2,0,0,0
7/26/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Sunday,0,0.33,0,5,0,0,0,0
7/26/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Sunday,0,1.33,1,5,1,0,0,0
7/26/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Sunday,1,0.33,0,2,0,0,0,0
7/26/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Sunday,0,0,0,8,0,0,0,0
7/26/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Sunday,0,1,0,0,0,0,0,0
7/26/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Sunday,0,0,0,1,0,0,0,0
7/26/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Sunday,0,0,0,1,0,0,0,0
7/26/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Sunday,0,0,1,0,0,0,0,0
7/26/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Sunday,2,0,0,1,0,0,0,0
7/26/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Sunday,0,0,0,3,0,0,0,0
7/26/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Sunday,0,0,0,0,0,0,0,0
7/26/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Sunday,0,0,0,0,0,0,0,0
7/26/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Sunday,0,0,0,0,0,0,0,0
7/26/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Sunday,0,0,0,0,0,0,0,0
7/27/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Monday,0,0,0,0,0,0,0,0
7/27/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Monday,0,0,0,0,0,0,0,0
7/27/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Monday,0,0,0,0,0,0,0,0
7/27/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Monday,0,0,0,0,0,0,0,0
7/27/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Monday,0,0,0,0,0,0,0,0
7/27/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Monday,0,0,0,0,0,0,0,0
7/27/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Monday,0,0,0,0,0,0,0,0
7/27/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Monday,0,0,0,1,0,0,0,0
7/27/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Monday,0,0,1,1,0,0,0,0
7/27/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Monday,0,0,1,0,1,0,0,0
7/27/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Monday,0,0,0,1,0,0,0,0
7/27/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Monday,0,1,1,0,4,0,0,0
7/27/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Monday,0,0,0,1,1,0,0,0
7/27/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Monday,0,0,0,0,0,0,0,0
7/27/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Monday,2,0,0,2,0,0,0,0
7/27/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Monday,1,0,0,0,0,0,0,0.5
7/27/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Monday,1,0,0,0,0,0,0,0
7/27/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Monday,0,0,0,3,2,0,0,1
7/27/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Monday,1.34,0,1,5,1,0,0,0
7/27/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Monday,2,0.34,1,1,0,0,0,0
7/27/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Monday,0,1,1,4,0,0,0,0
7/27/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Monday,0,1,1,5,0,0,0,0
7/27/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Monday,0,0,0,0,0,0,0,0
7/27/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Monday,0,0,0,0,0,0,0,0
7/28/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Tuesday,0,0,0,1,0,0,1,0
7/28/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Tuesday,1.5,0,0,2,5,0,0,0
7/28/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Tuesday,4.34,1.34,1,0,2,0,0,1
7/28/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Tuesday,0,0,0,2,2,0,0,0
7/28/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Tuesday,0,1,0,3.2,1,0,0,0
7/28/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Tuesday,0,0,0,1,0,0,0,0
7/28/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Tuesday,0,0,0,1,0,0,0,0
7/28/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Tuesday,0,0,0,0,1,0,0,0
7/28/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Tuesday,0,0,0,1,0,0,0,1
7/28/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Tuesday,2,0,0,0,0,0,0,0
7/28/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Tuesday,1.34,1,0,0,1,0,0,0
7/28/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Tuesday,0,0.34,0,2,0,0,0,1
7/28/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Tuesday,5,2.34,0,2,2,0,0,0
7/28/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Tuesday,0,0,0,0,0,0,0,0
7/28/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Tuesday,0,0,0,0,0,0,0,0
7/29/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Wednesday,0,0,0,0,0,0,0,0
7/29/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Wednesday,2,0.34,0,3,0,0,0,0
7/29/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Wednesday,0,0,0,1,1,0,2,0
7/29/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Wednesday,0,0,0,6,0,0,0,0
7/29/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Wednesday,1,0,0,1,2,0,0,0
7/29/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Wednesday,2,1,0,1,0,0,0,0
7/29/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Wednesday,1,0,0,1,3,0,0,0
7/29/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Wednesday,1,0,0,0,0,0,0,0
7/29/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Wednesday,0,0,0,3,0,0,0,0
7/29/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Wednesday,0,1,0,0,1,0,0,0
7/29/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Wednesday,0,0,0,2,0,0,0,0
7/29/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Wednesday,1,0,1,0.188,0,0,0,0
7/29/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Wednesday,0,0,1,0,0,0,0,0
7/29/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Wednesday,0.34,1,1,1,0,0,0,0
7/29/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Wednesday,2,0,1,2,1,0,0,1
7/29/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Wednesday,0,0,0,0.19,0,0,0,0
7/29/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Wednesday,0,0,0,0,0,0,0,0
7/30/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Thursday,0,0,0,0,0,0,0,0
7/30/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Thursday,0,0,0,0,0,0,0,0
7/30/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Thursday,0,0,0,0,0,0,0,0
7/30/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Thursday,0,0,0,0,0,0,0,0
7/30/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Thursday,0,0,0,0,0,0,0,0
7/30/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Thursday,0,0,0,0,0,0,0,0
7/30/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Thursday,0,0,0,0,0,0,0,0
7/30/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Thursday,0,0,0,0,0,0,0,0
7/30/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Thursday,0,1,1,1,1,0,0,0
7/30/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Thursday,0,0,1,1,1,0,0,2
7/30/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Thursday,1,0,1,1,0,0,0,0
7/30/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Thursday,0,0,2,1,1,0,0,0
7/30/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Thursday,0,0,0,0,0,0,0,0
7/30/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Thursday,0,0,0,0,0,0,0,0
7/30/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Thursday,0,0,2,1.3,0,0,0,0
7/30/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Thursday,0,0,0,0,0,0,0,0
7/30/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Thursday,0,1,1,0,0,0,0,0
7/30/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Thursday,0,0,0,0,0,0,0,0
7/30/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Thursday,0,0,1,1,0,0,0,0
7/30/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Thursday,1,0.33,2,8,0,0,0,2
7/30/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Thursday,1,1,3,1,0,0,0,0
7/30/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Thursday,0,0,0,1,0,0,0,0
7/30/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Thursday,0,0,0,0,0,0,0,0
7/30/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Thursday,0,0,0,0,0,0,0,0
7/31/2015 0:00,#VALUE!,#VALUE!,#VALUE!,0,Friday,0,0,0,0,0,0,0,0
7/31/2015 1:00,#VALUE!,#VALUE!,#VALUE!,1,Friday,0,0,0,0,0,0,0,0
7/31/2015 2:00,#VALUE!,#VALUE!,#VALUE!,2,Friday,0,0,0,0,0,0,0,0
7/31/2015 3:00,#VALUE!,#VALUE!,#VALUE!,3,Friday,0,0,0,0,0,0,0,0
7/31/2015 4:00,#VALUE!,#VALUE!,#VALUE!,4,Friday,0,0,0,0,0,0,0,0
7/31/2015 5:00,#VALUE!,#VALUE!,#VALUE!,5,Friday,0,0,0,0,0,0,0,0
7/31/2015 6:00,#VALUE!,#VALUE!,#VALUE!,6,Friday,0,0,0,0,0,0,0,0
7/31/2015 7:00,#VALUE!,#VALUE!,#VALUE!,7,Friday,0,0,0,0,1,0,0,0
7/31/2015 8:00,#VALUE!,#VALUE!,#VALUE!,8,Friday,0,1,0,2,0,0,0,0
7/31/2015 9:00,#VALUE!,#VALUE!,#VALUE!,9,Friday,0,1,0,6,1,0,0,2
7/31/2015 10:00,#VALUE!,#VALUE!,#VALUE!,10,Friday,2,0,0,1,1,0,0,1
7/31/2015 11:00,#VALUE!,#VALUE!,#VALUE!,11,Friday,1,1.34,0,0,1,0,0,1
7/31/2015 12:00,#VALUE!,#VALUE!,#VALUE!,12,Friday,0,0,0,2,0,0,0,0
7/31/2015 13:00,#VALUE!,#VALUE!,#VALUE!,13,Friday,0,1,0,0,0,0,0,0
7/31/2015 14:00,#VALUE!,#VALUE!,#VALUE!,14,Friday,0,1,4.2,2,2,0,0,0
7/31/2015 15:00,#VALUE!,#VALUE!,#VALUE!,15,Friday,0,0,0,0,0,0,0,0
7/31/2015 16:00,#VALUE!,#VALUE!,#VALUE!,16,Friday,0,0,0,1,1,0,0,0
7/31/2015 17:00,#VALUE!,#VALUE!,#VALUE!,17,Friday,0.5,0.33,1,0,0,0,0,0
7/31/2015 18:00,#VALUE!,#VALUE!,#VALUE!,18,Friday,0,1,0,0,0,0,0,0
7/31/2015 19:00,#VALUE!,#VALUE!,#VALUE!,19,Friday,0,0,0,4,0,0,0,1
7/31/2015 20:00,#VALUE!,#VALUE!,#VALUE!,20,Friday,0,0.33,1,1,1,0,0,1
7/31/2015 21:00,#VALUE!,#VALUE!,#VALUE!,21,Friday,2,2,0,5,0,0,0,0
7/31/2015 22:00,#VALUE!,#VALUE!,#VALUE!,22,Friday,0,0,0,0,0,0,0,0
7/31/2015 23:00,#VALUE!,#VALUE!,#VALUE!,23,Friday,0,0,0,0,0,0,0,0
08-01-2015 00:00,2015,1,8,0,Saturday,0,0,0,0,0,0,0,0
08-01-2015 01:00,2015,1,8,1,Saturday,0,0,0,0,0,0,0,0
08-01-2015 02:00,2015,1,8,2,Saturday,0,0,0,0,0,0,0,0
08-01-2015 03:00,2015,1,8,3,Saturday,0,0,0,0,0,0,0,0
08-01-2015 04:00,2015,1,8,4,Saturday,0,0,0,0,0,0,0,0
08-01-2015 05:00,2015,1,8,5,Saturday,0,0,0,0,0,0,0,0
08-01-2015 06:00,2015,1,8,6,Saturday,0,0,0,0,0,0,0,0
08-01-2015 07:00,2015,1,8,7,Saturday,0,0,0,0,0,0,0,0
08-01-2015 08:00,2015,1,8,8,Saturday,0,0,0,0,1,0,0,0
08-01-2015 09:00,2015,1,8,9,Saturday,1,0,1,2,0,0,0,0
08-01-2015 10:00,2015,1,8,10,Saturday,1,0,0,2,0,0,0,0
08-01-2015 11:00,2015,1,8,11,Saturday,1,1,0,1,5,0,0,0
08-01-2015 12:00,2015,1,8,12,Saturday,0,0,1,2,4,0,0,1
08-01-2015 13:00,2015,1,8,13,Saturday,1,1,0,0,0,0,0,0
08-01-2015 14:00,2015,1,8,14,Saturday,0,0,1,1,1,0,0,0
08-01-2015 15:00,2015,1,8,15,Saturday,0,0,0,1,0,0,0,0
08-01-2015 16:00,2015,1,8,16,Saturday,0,0,0,2,0,0,0,1
08-01-2015 17:00,2015,1,8,17,Saturday,0,0,0,3,0,0,0,0
08-01-2015 18:00,2015,1,8,18,Saturday,0,2,0,0,0,0,0,0
08-01-2015 19:00,2015,1,8,19,Saturday,0,0,0,0,3,0,0,0
08-01-2015 20:00,2015,1,8,20,Saturday,1,1,1,5,0,0,0,0
08-01-2015 21:00,2015,1,8,21,Saturday,0,0,0,0,0,0,0,0
08-01-2015 22:00,2015,1,8,22,Saturday,0,0,0,0,0,0,0,0
08-01-2015 23:00,2015,1,8,23,Saturday,0,0,0,0,0,0,0,0
08-02-2015 00:00,2015,2,8,0,Sunday,0,0,0,0,0,0,0,0
08-02-2015 01:00,2015,2,8,1,Sunday,0,0,0,0,0,0,0,0
08-02-2015 02:00,2015,2,8,2,Sunday,0,0,0,0,0,0,0,0
08-02-2015 03:00,2015,2,8,3,Sunday,0,0,0,0,0,0,0,0
08-02-2015 04:00,2015,2,8,4,Sunday,0,0,0,0,0,0,0,0
08-02-2015 05:00,2015,2,8,5,Sunday,0,0,0,0,0,0,0,0
08-02-2015 06:00,2015,2,8,6,Sunday,0,0,0,0,0,0,0,0
08-02-2015 07:00,2015,2,8,7,Sunday,0,0,0,0,0,0,0,0
08-02-2015 08:00,2015,2,8,8,Sunday,0,0.34,0,1,2,0,0,0
08-02-2015 09:00,2015,2,8,9,Sunday,3,2,0,4,3,0,0,0
08-02-2015 10:00,2015,2,8,10,Sunday,0,1.34,0,0,0,0,0,2
08-02-2015 11:00,2015,2,8,11,Sunday,0,0.68,1,1,3,0,0,0
08-02-2015 12:00,2015,2,8,12,Sunday,1,0,0,5,0,0,0,0
08-02-2015 13:00,2015,2,8,13,Sunday,0,0,3,2,0,0,0,0
08-02-2015 14:00,2015,2,8,14,Sunday,0,1,0,1,1,0,0,0
08-02-2015 15:00,2015,2,8,15,Sunday,1,0.34,0,0,0,0,0,0
08-02-2015 16:00,2015,2,8,16,Sunday,0,0,0,0,0,0,0,0
08-02-2015 17:00,2015,2,8,17,Sunday,0,1,0,0,0,0,0,0
08-02-2015 18:00,2015,2,8,18,Sunday,0,0,0,0,0,0,0,0
08-02-2015 19:00,2015,2,8,19,Sunday,0,0,0,1,0,0,0,0
08-02-2015 20:00,2015,2,8,20,Sunday,0,0,0,0,0,0,0,0
08-02-2015 21:00,2015,2,8,21,Sunday,0,0,0,0,0,0,0,0
08-02-2015 22:00,2015,2,8,22,Sunday,0,0,0,0,0,0,0,0
08-02-2015 23:00,2015,2,8,23,Sunday,0,0,0,0,0,0,0,0
08-03-2015 00:00,2015,3,8,0,Monday,0,0,0,0,0,0,0,0
08-03-2015 01:00,2015,3,8,1,Monday,0,0,0,0,0,0,0,0
08-03-2015 02:00,2015,3,8,2,Monday,0,0,0,0,0,0,0,0
08-03-2015 03:00,2015,3,8,3,Monday,0,0,0,0,0,0,0,0
08-03-2015 04:00,2015,3,8,4,Monday,0,0,0,0,0,0,0,0
08-03-2015 05:00,2015,3,8,5,Monday,0,0,0,0,0,0,0,0
08-03-2015 06:00,2015,3,8,6,Monday,0,0,0,0,0,0,0,0
08-03-2015 07:00,2015,3,8,7,Monday,0,0,0,0,0,0,0,0
08-03-2015 08:00,2015,3,8,8,Monday,0,0,0,0,2,0,0,0
08-03-2015 09:00,2015,3,8,9,Monday,0,0,0,1,0,0,0,0
08-03-2015 10:00,2015,3,8,10,Monday,0,0,0,0,0,0,0,0
08-03-2015 11:00,2015,3,8,11,Monday,0,0,0,0,0,0,0,0
08-03-2015 12:00,2015,3,8,12,Monday,0,0,0,1,0,0,0,0
08-03-2015 13:00,2015,3,8,13,Monday,0,1,1,2,0,0,0,1
08-03-2015 14:00,2015,3,8,14,Monday,0,0,0,1,0,0,0,0
08-03-2015 15:00,2015,3,8,15,Monday,0,0,0,1,0,0,0,0
08-03-2015 16:00,2015,3,8,16,Monday,0.5,0,0,3,0.5,0,0,0
08-03-2015 17:00,2015,3,8,17,Monday,0,0,0,3,0,0,0,0
08-03-2015 18:00,2015,3,8,18,Monday,1,0,0,0,0,0,5,0
08-03-2015 19:00,2015,3,8,19,Monday,0,0,0,1,0,1,0,0
08-03-2015 20:00,2015,3,8,20,Monday,0,1,0.5,10,0,0,0,0
08-03-2015 21:00,2015,3,8,21,Monday,0,0.33,0,0,1,0,0,0
08-03-2015 22:00,2015,3,8,22,Monday,0,0,0,0,0,0,0,0
08-03-2015 23:00,2015,3,8,23,Monday,0,0,0,0,0,0,0,0
08-04-2015 00:00,2015,4,8,0,Tuesday,0,0,0,0,0,0,0,0
08-04-2015 01:00,2015,4,8,1,Tuesday,0,0,0,0,0,0,0,0
08-04-2015 02:00,2015,4,8,2,Tuesday,0,0,0,0,0,0,0,0
08-04-2015 03:00,2015,4,8,3,Tuesday,0,0,0,0,0,0,0,0
